mcm;origin;destination;mobility;upmob;dowmob
3.33598636;1;1;1;1;1
3.428802777;1;1;1;1;1
3.487146436;1;1;1;1;1
3.585707241;1;1;1;1;1
3.29990533;1;1;1;1;1
3.219043606;1;1;1;1;1
3.264082347;1;1;1;1;1
3.421316638;1;1;1;1;1
3.440431915;1;1;1;1;1
3.402136563;1;1;1;1;1
3.52578336;1;1;1;1;1
3.26842956;1;1;1;1;1
3.311786734;1;1;1;1;1
3.443253217;1;1;1;1;1
3.340718867;1;1;1;1;1
3.332599552;1;1;1;1;1
3.297309998;1;1;1;1;1
3.30249892;1;1;1;1;1
3.464841631;1;1;1;1;1
3.315007662;1;1;1;1;1
3.242062176;1;1;1;1;1
3.220884273;1;1;1;1;1
3.60894976;1;1;1;1;1
3.563538112;1;1;1;1;1
3.387314553;1;1;1;1;1
3.326971353;1;1;1;1;1
3.369852276;1;1;1;1;1
3.246558983;1;1;1;1;1
3.336497146;1;1;1;1;1
3.356198611;1;1;1;1;1
3.468231203;1;1;1;1;1
3.286822922;1;1;1;1;1
3.237745937;1;1;1;1;1
3.447196906;1;1;1;1;1
3.355126757;1;1;1;1;1
3.216778464;1;1;1;1;1
3.316435639;1;1;1;1;1
3.281619084;1;1;1;1;1
3.421338817;1;1;1;1;1
3.447162883;1;1;1;1;1
3.34538343;1;1;1;1;1
3.39951813;1;1;1;1;1
3.449215172;1;1;1;1;1
3.56601576;1;1;1;1;1
3.455085735;1;1;1;1;1
3.310892797;1;1;1;1;1
3.380895873;1;1;1;1;1
3.333632491;1;1;1;1;1
3.386948533;1;1;1;1;1
3.444912579;1;1;1;1;1
3.40303061;1;1;1;1;1
3.310862624;1;1;1;1;1
3.435916248;1;1;1;1;1
3.342143203;1;1;1;1;1
3.3806305;1;1;1;1;1
3.468126194;1;1;1;1;1
3.403190646;1;1;1;1;1
3.477771824;1;1;1;1;1
3.552807408;1;1;1;1;1
3.340201261;1;1;1;1;1
3.425389594;1;1;1;1;1
3.571675838;1;1;1;1;1
3.322687206;1;1;1;1;1
3.27462455;1;1;1;1;1
3.289422597;1;1;1;1;1
3.356338099;1;1;1;1;1
3.532032676;1;1;1;1;1
3.423486061;1;1;1;1;1
3.336568837;1;1;1;1;1
3.263968145;1;1;1;1;1
3.321237292;1;1;1;1;1
3.410545137;1;1;1;1;1
3.557282356;1;1;1;1;1
3.412653868;1;1;1;1;1
3.451332282;1;1;1;1;1
3.353919646;1;1;1;1;1
3.454897131;1;1;1;1;1
3.371429368;1;1;1;1;1
3.182278789;1;1;1;1;1
3.313793337;1;1;1;1;1
3.497453948;1;1;1;1;1
3.452023372;1;1;1;1;1
3.475413074;1;1;1;1;1
3.347687801;1;1;1;1;1
3.358371736;1;1;1;1;1
3.45045705;1;1;1;1;1
3.431197558;1;1;1;1;1
3.352533296;1;1;1;1;1
3.234500932;1;1;1;1;1
3.619334689;1;1;1;1;1
3.37867498;1;1;1;1;1
3.433214413;1;1;1;1;1
3.264429644;1;1;1;1;1
3.23506394;1;1;1;1;1
3.304981373;1;1;1;1;1
3.301783062;1;1;1;1;1
3.40910835;1;1;1;1;1
3.340335777;1;1;1;1;1
3.240063173;1;1;1;1;1
3.346146435;1;1;1;1;1
3.554629288;1;1;1;1;1
3.394301338;1;1;1;1;1
3.508447328;1;1;1;1;1
3.259916656;1;1;1;1;1
3.416572905;1;1;1;1;1
3.472136017;1;1;1;1;1
3.356668277;1;1;1;1;1
3.374368145;1;1;1;1;1
3.445724726;1;1;1;1;1
3.380658536;1;1;1;1;1
3.430506648;1;1;1;1;1
3.556861644;1;1;1;1;1
3.455104939;1;1;1;1;1
3.248703976;1;1;1;1;1
3.482530608;1;1;1;1;1
3.530512696;1;1;1;1;1
3.354063912;1;1;1;1;1
3.371108082;1;1;1;1;1
3.3474537;1;1;1;1;1
3.287842525;1;1;1;1;1
3.415442767;1;1;1;1;1
3.517123327;1;1;1;1;1
3.349451272;1;1;1;1;1
3.478781277;1;1;1;1;1
3.276542083;1;1;1;1;1
3.491250836;1;1;1;1;1
3.451035236;1;1;1;1;1
3.371615917;1;1;1;1;1
3.435677728;1;1;1;1;1
3.418989605;1;1;1;1;1
3.280275485;1;1;1;1;1
3.349410262;1;1;1;1;1
3.495945967;1;1;1;1;1
3.453715994;1;1;1;1;1
3.33136438;1;1;1;1;1
3.347690185;1;1;1;1;1
3.592522856;1;1;1;1;1
3.439671819;1;1;1;1;1
3.35155807;1;1;1;1;1
3.306493571;1;1;1;1;1
3.288819416;1;1;1;1;1
3.463104217;1;1;1;1;1
3.527510379;1;1;1;1;1
3.391489026;1;1;1;1;1
3.404171818;1;1;1;1;1
3.416639019;1;1;1;1;1
3.347564847;1;1;1;1;1
3.381469478;1;1;1;1;1
3.418009657;1;1;1;1;1
3.278969103;1;1;1;1;1
3.485850969;1;1;1;1;1
3.481387945;1;1;1;1;1
3.201570715;1;1;1;1;1
3.475956504;1;1;1;1;1
3.477341573;1;1;1;1;1
3.422329635;1;1;1;1;1
3.542710746;1;1;1;1;1
3.359506575;1;1;1;1;1
3.163817565;1;1;1;1;1
3.406131083;1;1;1;1;1
3.564394137;1;1;1;1;1
3.308906692;1;1;1;1;1
3.432883237;1;1;1;1;1
3.13111101;1;1;1;1;1
3.401110628;1;1;1;1;1
3.455804613;1;1;1;1;1
3.413671873;1;1;1;1;1
3.398141239;1;1;1;1;1
3.274150797;1;1;1;1;1
3.549771607;1;1;1;1;1
3.361576172;1;1;1;1;1
3.568066826;1;1;1;1;1
3.319918787;1;1;1;1;1
3.389567845;1;1;1;1;1
3.290397318;1;1;1;1;1
3.405236394;1;1;1;1;1
3.25989063;1;1;1;1;1
3.429506454;1;1;1;1;1
3.562693161;1;1;1;1;1
3.401890763;1;1;1;1;1
3.297248136;1;1;1;1;1
3.357488899;1;1;1;1;1
3.389780075;1;1;1;1;1
3.278738208;1;1;1;1;1
3.488835597;1;1;1;1;1
3.480009696;1;1;1;1;1
3.39497824;1;1;1;1;1
3.415644868;1;1;1;1;1
3.290192546;1;1;1;1;1
3.548293613;1;1;1;1;1
3.383321367;1;1;1;1;1
3.23905606;1;1;1;1;1
3.331285997;1;1;1;1;1
3.231300237;1;1;1;1;1
3.400295934;1;1;1;1;1
3.434086347;1;1;1;1;1
3.349332137;1;1;1;1;1
3.153540338;1;1;1;1;1
3.345925031;1;1;1;1;1
3.250898075;1;1;1;1;1
3.364914969;1;1;1;1;1
3.527663625;1;1;1;1;1
3.315728971;1;1;1;1;1
3.4481239;1;1;1;1;1
3.241119761;1;1;1;1;1
3.60196536;1;1;1;1;1
3.396023702;1;1;1;1;1
3.491691367;1;1;1;1;1
3.519369899;1;1;1;1;1
3.484526683;1;1;1;1;1
3.475837986;1;1;1;1;1
3.411419535;1;1;1;1;1
3.360400264;1;1;1;1;1
3.415001939;1;1;1;1;1
3.381588242;1;1;1;1;1
3.516756992;1;1;1;1;1
3.343650223;1;1;1;1;1
3.350683308;1;1;1;1;1
3.307899292;1;1;1;1;1
3.255301862;1;1;1;1;1
3.555568413;1;1;1;1;1
3.447481605;1;1;1;1;1
3.478543129;1;1;1;1;1
3.354421209;1;1;1;1;1
3.492323724;1;1;1;1;1
3.335872311;1;1;1;1;1
3.500073714;1;1;1;1;1
3.376995558;1;1;1;1;1
3.392737191;1;1;1;1;1
3.511416289;1;1;1;1;1
3.326677265;1;1;1;1;1
3.370311467;1;1;1;1;1
3.435317279;1;1;1;1;1
3.583149928;1;1;1;1;1
3.420059424;1;1;1;1;1
3.390914446;1;1;1;1;1
3.406694367;1;1;1;1;1
3.418312176;1;1;1;1;1
3.433235736;1;1;1;1;1
3.289491512;1;1;1;1;1
3.442615885;1;1;1;1;1
3.527431031;1;1;1;1;1
3.176895816;1;1;1;1;1
3.507545515;1;1;1;1;1
3.332190256;1;1;1;1;1
3.292040414;1;1;1;1;1
3.273851328;1;1;1;1;1
3.406340765;1;1;1;1;1
3.553299867;1;1;1;1;1
3.499403456;1;1;1;1;1
3.385096347;1;1;1;1;1
3.438095409;1;1;1;1;1
3.633121594;1;1;1;1;1
3.426864717;1;1;1;1;1
3.25011598;1;1;1;1;1
3.35206786;1;1;1;1;1
3.322473115;1;1;1;1;1
3.333779266;1;1;1;1;1
3.447889309;1;1;1;1;1
3.506084553;1;1;1;1;1
3.459432472;1;1;1;1;1
3.339020836;1;1;1;1;1
3.339751254;1;1;1;1;1
3.302603085;1;1;1;1;1
3.292010992;1;1;1;1;1
3.447834492;1;1;1;1;1
3.42816522;1;1;1;1;1
3.339221272;1;1;1;1;1
3.502025313;1;1;1;1;1
3.211676018;1;1;1;1;1
3.25945451;1;1;1;1;1
3.492149794;1;1;1;1;1
3.492066695;1;1;1;1;1
3.416159661;1;1;1;1;1
3.615886945;1;1;1;1;1
3.320495337;1;1;1;1;1
3.427068975;1;1;1;1;1
3.410867923;1;1;1;1;1
3.526731924;1;1;1;1;1
3.48316686;1;1;1;1;1
3.443883475;1;1;1;1;1
3.248285589;1;1;1;1;1
3.348493544;1;1;1;1;1
3.484404507;1;1;1;1;1
3.45783847;1;1;1;1;1
3.360387236;1;1;1;1;1
3.525505964;1;1;1;1;1
3.441909876;1;1;1;1;1
3.295390856;1;1;1;1;1
3.38587807;1;1;1;1;1
3.499862012;1;1;1;1;1
3.432398591;1;1;1;1;1
3.459377929;1;1;1;1;1
3.563697808;1;1;1;1;1
3.406939404;1;1;1;1;1
3.213122608;1;1;1;1;1
3.367975875;1;1;1;1;1
3.370619646;1;1;1;1;1
3.36801929;1;1;1;1;1
3.520260202;1;1;1;1;1
3.321373411;1;1;1;1;1
3.310037774;1;1;1;1;1
3.393190145;1;1;1;1;1
3.325771368;1;1;1;1;1
3.27546805;1;1;1;1;1
3.462504782;1;1;1;1;1
3.439963403;1;1;1;1;1
3.487533622;1;1;1;1;1
3.399750037;1;1;1;1;1
3.407445785;1;1;1;1;1
3.415936524;1;1;1;1;1
3.383981409;1;1;1;1;1
3.249458593;1;1;1;1;1
3.45426013;1;1;1;1;1
3.433478567;1;1;1;1;1
3.359055663;1;1;1;1;1
3.427522873;1;1;1;1;1
3.447582221;1;1;1;1;1
3.524054308;1;1;1;1;1
3.326753934;1;1;1;1;1
3.629794291;1;1;1;1;1
3.336579662;1;1;1;1;1
3.355048055;1;1;1;1;1
3.513579499;1;1;1;1;1
3.378005533;1;1;1;1;1
3.336209803;1;1;1;1;1
3.329936616;1;1;1;1;1
3.422000726;1;1;1;1;1
3.26680669;1;1;1;1;1
3.305752457;1;1;1;1;1
3.377900103;1;1;1;1;1
3.484855227;1;1;1;1;1
3.457752849;1;1;1;1;1
3.552321067;1;1;1;1;1
3.449883825;1;1;1;1;1
3.452282043;1;1;1;1;1
3.519148619;1;1;1;1;1
3.298324689;1;1;1;1;1
3.411409451;1;1;1;1;1
3.509749234;1;1;1;1;1
3.425193993;1;1;1;1;1
3.289709793;1;1;1;1;1
3.454683398;1;1;1;1;1
3.354983793;1;1;1;1;1
3.42814886;1;1;1;1;1
3.372524262;1;1;1;1;1
3.456143075;1;1;1;1;1
3.576771399;1;1;1;1;1
3.444351118;1;1;1;1;1
3.306034315;1;1;1;1;1
3.313684366;1;1;1;1;1
3.391061082;1;1;1;1;1
3.604958143;1;1;1;1;1
3.35621812;1;1;1;1;1
3.262375675;1;1;1;1;1
3.306680327;1;1;1;1;1
3.469511983;1;1;1;1;1
3.274631864;1;1;1;1;1
3.479064777;1;1;1;1;1
3.386950365;1;1;1;1;1
3.43805055;1;1;1;1;1
3.371695151;1;1;1;1;1
3.260686189;1;1;1;1;1
3.398097836;1;1;1;1;1
3.381778723;1;1;1;1;1
3.418967465;1;1;1;1;1
3.351412906;1;1;1;1;1
3.261341247;1;1;1;1;1
3.311746003;1;1;1;1;1
3.293873817;1;1;1;1;1
3.405622941;1;1;1;1;1
3.266660483;1;1;1;1;1
3.384671049;1;1;1;1;1
3.616007771;1;1;1;1;1
3.524810921;1;1;1;1;1
3.249906608;1;1;1;1;1
3.505355604;1;1;1;1;1
3.499049302;1;1;1;1;1
3.417417046;1;1;1;1;1
3.134913756;1;1;1;1;1
3.293211228;1;1;1;1;1
3.384090258;1;1;1;1;1
3.439644922;1;1;1;1;1
3.271526892;1;1;1;1;1
3.367493808;1;1;1;1;1
3.472431418;1;1;1;1;1
3.211584044;1;1;1;1;1
3.376786868;1;1;1;1;1
3.352210693;1;1;1;1;1
3.241538387;1;1;1;1;1
3.359479147;1;1;1;1;1
3.418151264;1;1;1;1;1
3.387681247;1;1;1;1;1
3.168602019;1;1;1;1;1
3.477855785;1;1;1;1;1
3.551091128;1;1;1;1;1
3.381872757;1;1;1;1;1
3.48974333;1;1;1;1;1
3.373568799;1;1;1;1;1
3.362368421;1;1;1;1;1
3.333041778;1;1;1;1;1
3.36290704;1;1;1;1;1
3.401939322;1;1;1;1;1
3.331244259;1;1;1;1;1
3.384380802;1;1;1;1;1
3.344446082;1;1;1;1;1
3.386854821;1;1;1;1;1
3.387002516;1;1;1;1;1
3.573398937;1;1;1;1;1
3.601597689;1;1;1;1;1
3.552185937;1;1;1;1;1
3.525987868;1;1;1;1;1
3.45043513;1;1;1;1;1
3.362122827;1;1;1;1;1
3.426131309;1;1;1;1;1
3.419291759;1;1;1;1;1
3.290780719;1;1;1;1;1
3.491209903;1;1;1;1;1
3.414959301;1;1;1;1;1
3.376959192;1;1;1;1;1
3.454688012;1;1;1;1;1
3.373434995;1;1;1;1;1
3.468322453;1;1;1;1;1
3.396111448;1;1;1;1;1
3.470490517;1;1;1;1;1
3.430984004;1;1;1;1;1
3.382454684;1;1;1;1;1
3.426785161;1;1;1;1;1
3.623624329;1;1;1;1;1
3.36011508;1;1;1;1;1
3.296702486;1;1;1;1;1
3.304593898;1;1;1;1;1
3.42871953;1;1;1;1;1
3.464717592;1;1;1;1;1
3.440407625;1;1;1;1;1
3.234761475;1;1;1;1;1
3.565073555;1;1;1;1;1
3.470350792;1;1;1;1;1
3.341501647;1;1;1;1;1
3.414760196;1;1;1;1;1
3.536109634;1;1;1;1;1
3.513858829;1;1;1;1;1
3.500710549;1;1;1;1;1
3.435179483;1;1;1;1;1
3.154698011;1;1;1;1;1
3.42576242;1;1;1;1;1
3.435116522;1;1;1;1;1
3.325819366;1;1;1;1;1
3.36211609;1;1;1;1;1
3.525220447;1;1;1;1;1
3.300398085;1;1;1;1;1
3.321373353;1;1;1;1;1
3.365802891;1;1;1;1;1
3.485909136;1;1;1;1;1
3.452191418;1;1;1;1;1
3.508527085;1;1;1;1;1
3.425607012;1;1;1;1;1
3.451847633;1;1;1;1;1
3.490144625;1;1;1;1;1
3.457388318;1;1;1;1;1
3.401640639;1;1;1;1;1
3.46653347;1;1;1;1;1
3.272756843;1;1;1;1;1
3.334180334;1;1;1;1;1
3.356278026;1;1;1;1;1
3.478080125;1;1;1;1;1
3.350730663;1;1;1;1;1
3.416750294;1;1;1;1;1
3.415659759;1;1;1;1;1
3.544103489;1;1;1;1;1
3.339809516;1;1;1;1;1
3.486982982;1;1;1;1;1
3.56448452;1;1;1;1;1
3.432175129;1;1;1;1;1
3.401293604;1;1;1;1;1
3.532788809;1;1;1;1;1
3.50898808;1;1;1;1;1
3.430056399;1;1;1;1;1
3.417015391;1;1;1;1;1
3.39537011;1;1;1;1;1
3.36335248;1;1;1;1;1
3.293500417;1;1;1;1;1
3.243750485;1;1;1;1;1
3.26672305;1;1;1;1;1
3.481311668;1;1;1;1;1
3.424114277;1;1;1;1;1
3.293662792;1;1;1;1;1
3.443044719;1;1;1;1;1
3.333096904;1;1;1;1;1
3.451846498;1;1;1;1;1
3.440043335;1;1;1;1;1
3.344182351;1;1;1;1;1
3.512985314;1;1;1;1;1
3.443621293;1;1;1;1;1
3.466113388;1;1;1;1;1
3.35543045;1;1;1;1;1
3.455719476;1;1;1;1;1
3.401846713;1;1;1;1;1
3.339538416;1;1;1;1;1
3.406254133;1;1;1;1;1
3.341437253;1;1;1;1;1
3.274409799;1;1;1;1;1
3.363223385;1;1;1;1;1
3.435704821;1;1;1;1;1
3.408938809;1;1;1;1;1
3.35248597;1;1;1;1;1
3.604122479;1;1;1;1;1
3.185870434;1;1;1;1;1
3.354977306;1;1;1;1;1
3.416838366;1;1;1;1;1
3.395310737;1;1;1;1;1
3.503922633;1;1;1;1;1
3.435055443;1;1;1;1;1
3.393157599;1;1;1;1;1
3.436013984;1;1;1;1;1
3.468183665;1;1;1;1;1
3.533690319;1;1;1;1;1
3.334396186;1;1;1;1;1
3.419212092;1;1;1;1;1
3.233369352;1;1;1;1;1
3.576486383;1;1;1;1;1
3.384475042;1;1;1;1;1
3.31986076;1;1;1;1;1
3.42828585;1;1;1;1;1
3.429046073;1;1;1;1;1
3.602442281;1;1;1;1;1
3.302772099;1;1;1;1;1
3.3176051;1;1;1;1;1
3.266917596;1;1;1;1;1
3.227210167;1;1;1;1;1
3.396585338;1;1;1;1;1
3.428996555;1;1;1;1;1
3.442885819;1;1;1;1;1
3.368479363;1;1;1;1;1
3.375241255;1;1;1;1;1
3.403781552;1;1;1;1;1
3.287238378;1;1;1;1;1
3.224775309;1;1;1;1;1
3.281681411;1;1;1;1;1
3.268891268;1;1;1;1;1
3.248153991;1;1;1;1;1
3.447068709;1;1;1;1;1
3.266367852;1;1;1;1;1
3.495881013;1;1;1;1;1
3.343877873;1;1;1;1;1
3.250523955;1;1;1;1;1
3.43334515;1;1;1;1;1
